Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,FT%,PTS,FG%,Dist.,%FGA_2P,%FGA_0-3,%FGA_3-10,%FGA_10-16,%FGA_16-3P,%FGA_3P,FG%_2P,FG%_0-3,FG%_3-10,FG%_10-16,FG%_16-3P,FG%_3P
2020-2021,Taurean Prince\princta02,PF,26,TOT,41,10,22.1,3.2,8,1.5,3.8,1.7,4.2,1.6,1.9,0.855,9.5,0.401,15.9,0.526,0.183,0.18,0.104,0.058,0.474,0.401,0.55,0.271,0.382,0.368,0.4
2020-2021,Payton Pritchard\pritcpa01,SG,23,BOS,66,4,19.2,2.8,6.3,1.5,3.8,1.2,2.6,0.6,0.7,0.889,7.7,0.44,18.7,0.407,0.146,0.139,0.065,0.057,0.593,0.482,0.639,0.379,0.37,0.458,0.411
2020-2021,Immanuel Quickley\quickim01,PG,21,NYK,64,3,19.4,3.6,9.1,1.8,4.7,1.7,4.3,2.4,2.7,0.891,11.4,0.395,18.4,0.478,0.059,0.209,0.148,0.062,0.522,0.401,0.618,0.397,0.36,0.306,0.389
2020-2021,Jahmi'us Ramsey\ramseja01,SG,19,SAC,13,0,7.2,1.2,2.9,0.4,1.5,0.8,1.5,0.4,0.4,1,3.1,0.395,15.3,0.5,0.289,0.079,0.105,0.026,0.5,0.526,0.818,0,0.25,0,0.263
2020-2021,Chasson Randle\randlch01,PG,27,ORL,41,5,20.4,2.2,5.8,1.1,3.2,1.2,2.6,0.9,1.2,0.792,6.5,0.388,17.5,0.451,0.203,0.131,0.051,0.068,0.549,0.449,0.708,0.258,0.167,0.25,0.338
2020-2021,Julius Randle\randlju01,PF,26,NYK,71,71,37.6,8.5,18.6,2.3,5.5,6.2,13.1,4.9,6,0.811,24.1,0.456,14.5,0.706,0.162,0.176,0.201,0.167,0.294,0.474,0.659,0.408,0.434,0.414,0.411
2020-2021,Cam Reddish\reddica01,SF,21,ATL,26,21,28.8,3.7,10.1,1.3,4.8,2.4,5.3,2.6,3.2,0.817,11.2,0.365,15.1,0.521,0.243,0.16,0.068,0.049,0.479,0.46,0.656,0.262,0.278,0.385,0.262
2020-2021,J.J. Redick\redicjj01,SG,36,TOT,44,0,16.4,2.4,6.1,1.5,4,0.9,2,1.1,1.2,0.942,7.4,0.397,22.3,0.333,0.022,0.007,0.082,0.221,0.667,0.449,0.667,0.5,0.409,0.441,0.371
2020-2021,Paul Reed\reedpa01,PF,21,PHI,26,0,6.8,1.6,3,0,0.2,1.6,2.8,0.2,0.3,0.5,3.4,0.538,6.2,0.923,0.551,0.244,0.051,0.077,0.077,0.583,0.721,0.316,0.5,0.5,0
2020-2021,Naz Reid\reidna01,C,21,MIN,70,15,19.2,4.3,8.3,0.9,2.5,3.5,5.8,1.6,2.4,0.693,11.2,0.523,10,0.701,0.418,0.263,0.017,0.002,0.299,0.597,0.704,0.464,0.1,0,0.351
2020-2021,Cameron Reynolds\reynoca01,SF,25,TOT,5,0,8,1.2,3.6,0.6,2.4,0.6,1.2,0,0,0,3,0.333,18.7,0.333,0.111,0.111,0.111,0,0.667,0.5,0.5,0.5,0.5,0,0.25
2020-2021,Nick Richards\richani01,PF,23,CHO,18,0,3.5,0.2,0.5,0,0.1,0.2,0.4,0.4,0.6,0.636,0.8,0.444,5.2,0.889,0.667,0.222,0,0,0.111,0.5,0.5,0.5,0,0,0
2020-2021,Josh Richardson\richajo01,SG,27,DAL,59,56,30.3,4.5,10.5,1.5,4.5,3,5.9,1.7,1.8,0.917,12.1,0.427,16.2,0.568,0.16,0.16,0.15,0.097,0.432,0.501,0.677,0.404,0.495,0.383,0.33
2020-2021,Grant Riller\rillegr01,PG,23,CHO,7,0,3.9,1.1,1.7,0.3,0.6,0.9,1.1,0,0,0,2.6,0.667,16.8,0.667,0.25,0,0.083,0.333,0.333,0.75,1,0,1,0.5,0.5
2020-2021,Austin Rivers\riverau01,SG,28,TOT,36,7,23.5,2.9,6.8,1.5,4.1,1.4,2.7,0.6,0.9,0.71,7.9,0.424,17.5,0.392,0.171,0.163,0.049,0.008,0.608,0.51,0.714,0.3,0.5,0.5,0.369
2020-2021,Andre Roberson\roberan03,SG,29,BRK,5,0,12.6,0.4,2.8,0.2,1.6,0.2,1.2,0.2,0.4,0.5,1.2,0.143,14.7,0.429,0.357,0.071,0,0,0.571,0.167,0.2,0,0,0,0.125
2020-2021,Duncan Robinson\robindu01,SF,26,MIA,72,72,31.4,4.4,10,3.5,8.5,0.9,1.4,0.9,1,0.827,13.1,0.439,22.8,0.145,0.079,0.029,0.022,0.014,0.855,0.625,0.825,0.429,0.438,0.2,0.408
2020-2021,Glenn Robinson III\robingl02,SF,27,SAC,23,2,16,1.8,4.3,0.7,1.9,1.1,2.4,0.9,1,0.913,5.3,0.424,14.2,0.556,0.202,0.253,0.061,0.04,0.444,0.473,0.4,0.64,0.167,0.25,0.364
2020-2021,Jerome Robinson\robinje01,SG,23,WAS,17,6,17.9,1.6,5.6,0.6,2.5,1,3.1,0.9,1.2,0.8,4.9,0.295,17.2,0.558,0.053,0.179,0.179,0.147,0.442,0.321,0.6,0.294,0.235,0.357,0.262
2020-2021,Justin Robinson\robinju01,PG,23,OKC,9,0,9.8,0.8,2.3,0.4,1.6,0.3,0.8,0.3,0.6,0.6,2.3,0.333,20.2,0.333,0.143,0.048,0.048,0.095,0.667,0.429,0.667,1,0,0,0.286
2020-2021,Mitchell Robinson\robinmi01,C,22,NYK,31,29,27.5,3.7,5.7,0,0,3.7,5.7,0.8,1.7,0.491,8.3,0.653,1.3,1,0.909,0.091,0,0,0,0.653,0.688,0.313,0,0,0
2020-2021,Isaiah Roby\robyis01,PF,22,OKC,61,34,23.4,3.4,7,0.5,1.8,2.9,5.2,1.4,1.9,0.744,8.7,0.483,9.5,0.746,0.424,0.254,0.051,0.016,0.254,0.547,0.643,0.422,0.409,0.429,0.294
2020-2021,Rajon Rondo\rondora01,PG,34,TOT,45,3,17.1,2.1,4.8,0.8,2,1.3,2.8,0.4,0.4,0.941,5.4,0.442,13.5,0.586,0.326,0.195,0.023,0.042,0.414,0.468,0.6,0.262,0.4,0.444,0.404
2020-2021,Derrick Rose\rosede01,PG,32,TOT,50,3,25.6,5.7,12.2,1,2.6,4.7,9.6,2.2,2.5,0.866,14.7,0.47,12.2,0.789,0.237,0.241,0.164,0.147,0.211,0.492,0.517,0.456,0.51,0.489,0.388
2020-2021,Terrence Ross\rosste01,SG,29,ORL,46,2,29.3,5.5,13.4,1.9,5.7,3.6,7.7,2.6,3,0.87,15.6,0.412,18.3,0.571,0.063,0.12,0.172,0.216,0.429,0.469,0.744,0.365,0.538,0.391,0.337
2020-2021,Terry Rozier\roziete01,SG,26,CHO,69,69,34.5,7.4,16.4,3.2,8.3,4.2,8.2,2.4,2.9,0.817,20.4,0.45,16.6,0.496,0.183,0.15,0.097,0.066,0.504,0.512,0.615,0.418,0.564,0.36,0.389
2020-2021,Ricky Rubio\rubiori01,PG,30,MIN,68,51,26.1,2.8,7.3,1,3.1,1.9,4.2,1.9,2.2,0.867,8.6,0.388,14.8,0.57,0.221,0.149,0.131,0.07,0.43,0.447,0.582,0.338,0.415,0.314,0.308
2020-2021,D'Angelo Russell\russeda01,PG,24,MIN,42,26,28.5,6.7,15.5,2.9,7.4,3.8,8.1,2.7,3.5,0.765,19,0.431,17.9,0.525,0.121,0.118,0.124,0.161,0.475,0.471,0.658,0.481,0.346,0.419,0.387
2020-2021,Domantas Sabonis\sabondo01,PF,24,IND,62,62,36,7.8,14.6,0.8,2.6,7,12,3.9,5.3,0.732,20.3,0.535,8.8,0.821,0.431,0.259,0.076,0.054,0.179,0.582,0.746,0.427,0.362,0.327,0.321
2020-2021,Luka Šamani?\samanlu01,PF,21,SAS,33,4,9.3,1.4,3.2,0.4,1.3,1.1,1.9,0.5,0.9,0.552,3.7,0.448,12.9,0.59,0.324,0.21,0.029,0.029,0.41,0.565,0.735,0.364,0,0.667,0.279
2020-2021,JaKarr Sampson\sampsja02,PF,27,IND,29,4,10.9,1.9,3.9,0.1,0.5,1.8,3.4,0.7,1,0.655,4.6,0.496,6.8,0.867,0.478,0.327,0.027,0.035,0.133,0.541,0.519,0.541,0.667,0.75,0.2
2020-2021,Dario Šari?\saricda01,C,26,PHO,50,4,17.4,3.1,6.8,0.9,2.7,2.1,4.1,1.7,2,0.848,8.7,0.447,13.5,0.605,0.269,0.228,0.073,0.035,0.395,0.512,0.674,0.359,0.52,0.25,0.348
2020-2021,Tomáš Satoranský\satorto01,SG,29,CHI,58,18,22.5,2.9,5.7,0.7,2,2.2,3.6,1.2,1.4,0.848,7.7,0.514,13.3,0.641,0.261,0.213,0.116,0.052,0.359,0.602,0.779,0.457,0.395,0.765,0.356
2020-2021,Dennis Schröder\schrode01,SG,27,LAL,61,61,32.1,5.4,12.5,1.2,3.5,4.3,9,3.4,4,0.848,15.4,0.437,12.7,0.721,0.25,0.216,0.17,0.086,0.279,0.476,0.6,0.366,0.457,0.431,0.335
2020-2021,Mike Scott\scottmi01,PF,32,PHI,51,12,16.7,1.5,4.1,1,3,0.5,1.1,0.2,0.2,0.667,4.2,0.36,21,0.265,0.085,0.076,0.052,0.052,0.735,0.411,0.5,0.5,0.273,0.273,0.342
2020-2021,Jay Scrubb\scrubja01,SG,20,LAC,4,1,21,3.5,9,0.5,2.3,3,6.8,1.3,1.3,1,8.8,0.389,13,0.75,0.306,0.167,0.083,0.194,0.25,0.444,0.545,0.333,0.333,0.429,0.222
2020-2021,Collin Sexton\sextoco01,SG,22,CLE,60,60,35.3,8.8,18.4,1.6,4.4,7.1,14,5.2,6.4,0.815,24.3,0.475,11.7,0.761,0.273,0.251,0.163,0.074,0.239,0.508,0.619,0.455,0.483,0.329,0.371
2020-2021,Landry Shamet\shamela01,SG,23,BRK,61,12,23,3,7.5,2.1,5.5,0.9,2,1.1,1.3,0.846,9.3,0.408,20.4,0.27,0.116,0.053,0.061,0.039,0.73,0.463,0.585,0.375,0.357,0.389,0.387
2020-2021,Iman Shumpert\shumpim01,SG,30,BRK,2,0,5.5,0.5,2,0,1.5,0.5,0.5,0,0,0,1,0.25,21.9,0.25,0,0,0.25,0,0.75,1,0,0,1,0,0
2020-2021,Pascal Siakam\siakapa01,PF,26,TOR,56,56,35.8,7.8,17.2,1.3,4.4,6.5,12.8,4.4,5.4,0.827,21.4,0.455,11.6,0.744,0.241,0.324,0.091,0.088,0.256,0.509,0.69,0.424,0.425,0.412,0.297
2020-2021,Chris Silva\silvach01,PF,24,TOT,15,0,6.1,0.7,1.1,0.1,0.1,0.6,1,0.7,1,0.733,2.1,0.625,6.8,0.938,0.5,0.25,0.125,0.063,0.063,0.6,0.75,0.5,0.5,0,1
2020-2021,Ben Simmons\simmobe01,PG,24,PHI,58,58,32.4,5.6,10.1,0.1,0.2,5.6,9.9,3,4.9,0.613,14.3,0.557,4.3,0.983,0.527,0.383,0.07,0.003,0.017,0.562,0.687,0.426,0.366,0.5,0.3
2020-2021,Anfernee Simons\simonan01,SG,21,POR,64,0,17.3,2.6,6.3,1.9,4.4,0.8,1.9,0.7,0.9,0.807,7.8,0.419,20.7,0.297,0.08,0.11,0.042,0.065,0.703,0.403,0.531,0.295,0.412,0.423,0.426
2020-2021,Deividas Sirvydis\sirvyde01,SG,20,DET,20,0,6.7,0.7,2,0.5,1.4,0.2,0.6,0.2,0.3,0.5,2.1,0.35,19.1,0.3,0.175,0.075,0.025,0.025,0.7,0.333,0.571,0,0,0,0.357
2020-2021,Alen Smailagi?\smailal01,PF,20,GSW,15,1,5.6,0.7,1.8,0.3,0.7,0.5,1.1,0.1,0.4,0.333,1.9,0.407,11.9,0.63,0.37,0.259,0,0,0.37,0.412,0.5,0.286,0,0,0.4
2020-2021,Marcus Smart\smartma01,PG,26,BOS,48,45,32.9,4.2,10.6,1.9,5.9,2.3,4.8,2.7,3.4,0.79,13.1,0.398,17.9,0.447,0.129,0.178,0.084,0.055,0.553,0.482,0.515,0.495,0.419,0.464,0.33
2020-2021,Dennis Smith Jr.\smithde03,PG,23,TOT,23,9,18.3,2.5,6.3,0.8,2.5,1.7,3.8,0.8,1.1,0.731,6.7,0.4,15.5,0.6,0.228,0.131,0.103,0.138,0.4,0.448,0.545,0.421,0.4,0.35,0.328
2020-2021,Ish Smith\smithis01,PG,32,WAS,44,1,21,2.9,6.8,0.4,1.1,2.5,5.6,0.4,0.8,0.576,6.7,0.434,13,0.835,0.189,0.202,0.215,0.229,0.165,0.448,0.554,0.45,0.391,0.412,0.367
2020-2021,Jalen Smith\smithja04,PF,20,PHO,27,1,5.8,0.8,1.9,0.1,0.6,0.7,1.2,0.2,0.3,0.714,2,0.44,11.1,0.66,0.42,0.12,0.12,0,0.34,0.545,0.667,0.5,0.167,0,0.235
2020-2021,Tony Snell\snellto01,SG,29,ATL,47,23,21.1,1.9,3.6,1.3,2.3,0.6,1.3,0.2,0.2,1,5.3,0.515,18.6,0.363,0.076,0.152,0.111,0.023,0.637,0.419,0.615,0.346,0.421,0.25,0.569
2020-2021,Ray Spalding\spaldra01,C,23,HOU,2,0,9.5,1,2,0,0.5,1,1.5,0,1,0,2,0.5,8.1,0.75,0.5,0.25,0,0,0.25,0.667,0.5,1,0,0,0
2020-2021,Cassius Stanley\stanlca01,SG,21,IND,24,0,3.9,0.5,1.8,0.1,0.5,0.4,1.3,0.3,0.4,0.778,1.5,0.302,10.4,0.698,0.419,0.233,0.047,0,0.302,0.333,0.444,0.2,0,0,0.231
2020-2021,Lamar Stevens\stevela01,PF,23,CLE,40,0,12.5,1.6,3.4,0.1,0.6,1.5,2.8,0.9,1.3,0.725,4.1,0.456,10.4,0.816,0.368,0.147,0.243,0.059,0.184,0.523,0.7,0.35,0.394,0.375,0.16
2020-2021,Isaiah Stewart\stewais01,C,19,DET,68,14,21.4,3.3,6,0.3,0.9,3,5.1,0.9,1.4,0.696,7.9,0.553,7.4,0.846,0.494,0.252,0.066,0.034,0.154,0.592,0.644,0.524,0.556,0.429,0.333
2020-2021,Max Strus\strusma01,SF,24,MIA,39,0,13,2.2,4.8,1.3,3.8,0.9,1,0.4,0.6,0.667,6.1,0.455,20.8,0.209,0.155,0.048,0,0.005,0.791,0.897,0.897,1,0,0,0.338
2020-2021,Edmond Sumner\sumneed01,SG,25,IND,53,24,16.2,2.8,5.3,0.7,1.7,2.1,3.7,1.3,1.6,0.819,7.5,0.525,10.4,0.688,0.443,0.195,0.035,0.014,0.312,0.582,0.712,0.364,0.4,0,0.398
2020-2021,Jae'Sean Tate\tateja01,SF,25,HOU,70,58,29.2,4.5,8.9,0.9,2.8,3.7,6.1,1.5,2.1,0.694,11.3,0.506,10.2,0.688,0.405,0.253,0.019,0.011,0.312,0.595,0.719,0.449,0.083,0.286,0.308
2020-2021,Jayson Tatum\tatumja01,SF,22,BOS,64,64,35.8,9.5,20.6,2.9,7.6,6.5,13,4.6,5.3,0.868,26.4,0.459,14.6,0.632,0.197,0.206,0.141,0.088,0.368,0.502,0.735,0.417,0.349,0.422,0.386
2020-2021,Jeff Teague\teaguje01,PG,32,TOT,55,7,17.3,2.2,5.2,0.7,1.5,1.6,3.7,1.6,1.9,0.848,6.7,0.433,12.7,0.711,0.19,0.324,0.116,0.081,0.289,0.431,0.648,0.38,0.394,0.174,0.439
2020-2021,Garrett Temple\templga01,SG,34,CHI,56,25,27.3,2.8,6.8,1.2,3.6,1.6,3.2,0.7,0.9,0.8,7.6,0.415,16.1,0.475,0.236,0.087,0.073,0.079,0.525,0.503,0.611,0.424,0.393,0.367,0.335
2020-2021,Tyrell Terry\terryty01,PG,20,DAL,11,0,5.1,0.5,1.5,0,0.6,0.5,0.8,0.1,0.3,0.333,1,0.313,14.6,0.563,0.313,0.125,0.063,0.063,0.438,0.556,1,0,0,0,0
2020-2021,Daniel Theis\theisda01,C,28,TOT,65,51,24.6,3.9,7.2,0.8,2.3,3.1,4.8,1.1,1.7,0.673,9.6,0.541,12.6,0.674,0.315,0.157,0.124,0.077,0.326,0.646,0.776,0.548,0.5,0.556,0.322
2020-2021,Brodric Thomas\thomabr01,SG,24,TOT,32,1,12.5,1.2,3.4,0.5,1.8,0.7,1.5,1,1.4,0.674,3.9,0.361,17.4,0.454,0.231,0.074,0.019,0.13,0.546,0.469,0.72,0.125,0,0.286,0.271
2020-2021,Isaiah Thomas\thomais02,PG,31,NOP,3,0,16,3,9,1,4,2,5,0.7,0.7,1,7.7,0.333,17.1,0.556,0.148,0.111,0.148,0.148,0.444,0.4,0.5,0,0.75,0.25,0.25
2020-2021,Khyri Thomas\thomakh01,SG,24,HOU,5,2,30.6,6.4,13.2,1.8,5.4,4.6,7.8,1.8,1.8,1,16.4,0.485,14.8,0.591,0.273,0.121,0.061,0.136,0.409,0.59,0.833,0.375,0.5,0.333,0.333
2020-2021,Matt Thomas\thomama02,SG,26,TOT,45,0,7.2,1.1,2.8,0.6,1.8,0.5,1,0.3,0.3,0.857,3.1,0.394,21,0.37,0.063,0.063,0.071,0.173,0.63,0.489,0.625,0.25,0.556,0.5,0.338
2020-2021,Tristan Thompson\thomptr01,PF,29,BOS,54,43,23.8,3.1,6,0,0.1,3.1,6,1.3,2.2,0.592,7.6,0.518,4.5,0.991,0.472,0.466,0.046,0.006,0.009,0.523,0.571,0.48,0.467,0.5,0
2020-2021,Sindarius Thornwell\thornsi01,SG,26,TOT,21,1,10.3,0.7,2.2,0.3,1.1,0.4,1.1,0.2,0.4,0.5,2,0.326,15.4,0.5,0.13,0.261,0.087,0.022,0.5,0.348,0.667,0.25,0.25,0,0.304
2020-2021,Matisse Thybulle\thybuma01,SG,23,PHI,65,8,20,1.6,3.7,0.7,2.2,0.9,1.5,0.1,0.3,0.444,3.9,0.42,16.1,0.412,0.255,0.123,0.025,0.008,0.588,0.59,0.742,0.367,0.167,0.5,0.301
2020-2021,Killian Tillie\tilliki02,C,22,MEM,18,1,10.1,1.1,3.2,0.6,1.8,0.5,1.3,0.5,0.6,0.818,3.2,0.333,17.1,0.421,0.123,0.246,0.035,0.018,0.579,0.375,0.429,0.286,1,0,0.303
2020-2021,Xavier Tillman Sr.\tillmxa01,PF,22,MEM,59,12,18.4,2.8,5.1,0.4,1.1,2.5,4,0.6,0.9,0.642,6.6,0.559,9.8,0.783,0.348,0.254,0.157,0.023,0.217,0.62,0.731,0.526,0.574,0.286,0.338
2020-2021,Anthony Tolliver\tollian01,PF,35,PHI,11,0,9,0.4,1.5,0.4,1.3,0,0.3,0.5,0.5,0.833,1.5,0.235,23,0.176,0.059,0.059,0,0.059,0.824,0,0,0,0,0,0.286
2020-2021,Obi Toppin\toppiob01,PF,22,NYK,62,0,11,1.7,3.4,0.4,1.4,1.3,2,0.3,0.4,0.731,4.1,0.498,12.5,0.593,0.392,0.129,0.043,0.029,0.407,0.629,0.695,0.481,0.444,0.667,0.306
2020-2021,Juan Toscano-Anderson\toscaju01,SG,27,GSW,53,16,20.9,2.3,3.9,0.7,1.7,1.6,2.2,0.4,0.6,0.71,5.7,0.579,12.9,0.56,0.392,0.158,0,0.01,0.44,0.718,0.817,0.455,0,1,0.402
2020-2021,Axel Toupane\toupaax01,SF,28,MIL,8,1,7.6,0.5,1.4,0.1,0.3,0.4,1.1,0.6,0.9,0.714,1.8,0.364,10.3,0.818,0.455,0.091,0.091,0.182,0.182,0.333,0.6,0,0,0,0.5
2020-2021,Karl-Anthony Towns\townska01,C,25,MIN,50,50,33.8,8.5,17.5,2.4,6.3,6.1,11.2,5.3,6.2,0.859,24.8,0.486,12.9,0.64,0.285,0.238,0.067,0.05,0.36,0.541,0.663,0.476,0.356,0.409,0.387
2020-2021,Gary Trent Jr.\trentga02,SG,22,TOT,58,38,31.1,5.5,13.5,2.8,7.4,2.7,6.1,1.4,1.8,0.783,15.3,0.408,18.6,0.454,0.101,0.117,0.113,0.122,0.546,0.435,0.646,0.359,0.393,0.375,0.385
2020-2021,P.J. Tucker\tuckepj01,PF,35,TOT,52,33,26.1,1.3,3.4,0.8,2.3,0.5,1.1,0.4,0.5,0.75,3.7,0.373,17.2,0.328,0.186,0.096,0.034,0.011,0.672,0.448,0.515,0.412,0.167,0.5,0.336
2020-2021,Rayjon Tucker\tuckera01,PG,23,PHI,14,0,4.9,0.6,1.3,0.1,0.5,0.5,0.8,1,1.4,0.737,2.4,0.5,11.8,0.611,0.556,0,0,0.056,0.389,0.636,0.7,0,0,0,0.286
2020-2021,Myles Turner\turnemy01,C,24,IND,47,47,31,4.4,9.2,1.5,4.4,2.9,4.8,2.4,3,0.782,12.6,0.477,14.3,0.523,0.329,0.148,0.028,0.019,0.477,0.606,0.725,0.438,0.333,0.25,0.335
2020-2021,Jonas Valan?i?nas\valanjo01,C,28,MEM,62,61,28.3,7.1,12,0.3,0.9,6.8,11.1,2.5,3.3,0.773,17.1,0.592,6.1,0.923,0.46,0.351,0.087,0.024,0.077,0.611,0.69,0.536,0.508,0.556,0.368
2020-2021,Denzel Valentine\valende01,SG,27,CHI,62,3,16.7,2.5,6.7,1.3,3.9,1.2,2.8,0.3,0.3,0.941,6.5,0.373,18.7,0.418,0.087,0.12,0.154,0.058,0.582,0.431,0.611,0.4,0.359,0.417,0.331
2020-2021,Jarred Vanderbilt\vandeja01,PF,21,MIN,64,30,17.8,2.2,3.7,0,0.1,2.2,3.6,0.9,1.6,0.559,5.4,0.606,2.6,0.979,0.78,0.182,0.017,0,0.021,0.615,0.717,0.233,0,0,0.2
2020-2021,Fred VanVleet\vanvlfr01,SG,26,TOR,52,52,36.5,6.5,16.7,3.3,9.2,3.2,7.6,3.3,3.7,0.885,19.6,0.389,18.2,0.453,0.174,0.115,0.069,0.095,0.547,0.416,0.53,0.26,0.433,0.386,0.366
2020-2021,Anderson Varejão\varejan01,C,38,CLE,5,0,7.2,0.8,3.2,0,0.2,0.8,3,1,1.8,0.556,2.6,0.25,8.9,0.938,0.438,0.125,0.125,0.25,0.063,0.267,0.286,0,0,0.5,0
2020-2021,Devin Vassell\vassede01,SF,20,SAS,62,7,17,2,4.9,0.8,2.4,1.1,2.5,0.7,0.8,0.843,5.5,0.406,17.5,0.505,0.125,0.086,0.168,0.125,0.495,0.464,0.658,0.5,0.431,0.289,0.347
2020-2021,Gabe Vincent\vincega01,PG,24,MIA,50,7,13.1,1.8,4.7,0.9,3,0.8,1.7,0.4,0.5,0.87,4.8,0.378,18.2,0.361,0.21,0.09,0.026,0.034,0.639,0.5,0.633,0.286,0.5,0.25,0.309
2020-2021,Noah Vonleh\vonleno01,PF,25,BRK,4,0,2.8,0,0.8,0,0.5,0,0.3,0,0,0,0,0,18.6,0.333,0.333,0,0,0,0.667,0,0,0,0,0,0
2020-2021,Nikola Vu?evi?\vucevni01,C,30,TOT,70,70,33.5,9.5,19.9,2.5,6.3,7,13.7,1.9,2.2,0.84,23.4,0.477,14.5,0.685,0.143,0.251,0.166,0.125,0.315,0.513,0.683,0.484,0.466,0.437,0.4
2020-2021,Dean Wade\wadede01,PF,24,CLE,63,19,19.2,2.1,4.9,1.2,3.4,0.9,1.6,0.5,0.6,0.769,6,0.431,18.7,0.315,0.209,0.048,0.032,0.026,0.685,0.571,0.662,0.333,0.5,0.375,0.366
2020-2021,Moritz Wagner\wagnemo01,C,23,TOT,45,24,16,2.3,5.1,0.7,2,1.6,3.1,1.6,1.9,0.816,6.9,0.454,12.6,0.603,0.306,0.271,0.009,0.017,0.397,0.529,0.643,0.419,0,0.5,0.341
2020-2021,Kemba Walker\walkeke02,PG,30,BOS,43,43,31.8,6.6,15.7,3,8.2,3.7,7.5,3.1,3.5,0.899,19.3,0.42,18,0.478,0.126,0.157,0.09,0.105,0.522,0.486,0.741,0.377,0.475,0.352,0.36
2020-2021,Lonnie Walker IV\walkelo01,SG,22,SAS,60,38,25.4,4.3,10.2,1.7,4.7,2.6,5.5,1,1.2,0.814,11.2,0.42,16.2,0.537,0.227,0.108,0.092,0.11,0.463,0.477,0.572,0.424,0.411,0.388,0.355
2020-2021,John Wall\walljo01,PG,30,HOU,40,40,32.2,7.3,18.2,2,6.2,5.4,11.9,4,5.3,0.749,20.6,0.404,14.2,0.657,0.293,0.139,0.054,0.171,0.343,0.449,0.568,0.386,0.385,0.315,0.317
2020-2021,Brad Wanamaker\wanambr01,PG,31,TOT,61,0,17.3,1.9,4.9,0.3,1.4,1.6,3.5,1.5,1.7,0.891,5.5,0.385,12.2,0.716,0.311,0.227,0.064,0.114,0.284,0.463,0.602,0.338,0.316,0.412,0.188
2020-2021,T.J. Warren\warretj01,SF,27,IND,4,4,29.3,6.8,12.8,0,1.8,6.8,11,2,2.5,0.8,15.5,0.529,10.7,0.863,0.333,0.137,0.196,0.196,0.137,0.614,0.824,0.714,0.3,0.5,0
2020-2021,P.J. Washington\washipj01,PF,22,CHO,64,61,30.5,4.7,10.7,1.8,4.5,3,6.2,1.7,2.3,0.745,12.9,0.44,13.4,0.577,0.283,0.233,0.036,0.025,0.423,0.48,0.613,0.375,0.28,0.235,0.386
2020-2021,Yuta Watanabe\watanyu01,SF,26,TOR,50,4,14.5,1.6,3.6,0.7,1.8,0.9,1.8,0.5,0.6,0.828,4.4,0.439,15.1,0.5,0.217,0.178,0.1,0.006,0.5,0.478,0.667,0.375,0.222,1,0.4
2020-2021,Tremont Waters\watertr01,PG,23,BOS,26,3,9.2,1.3,3.2,0.6,1.5,0.7,1.8,0.6,0.7,0.941,3.8,0.405,16.1,0.548,0.131,0.262,0.083,0.071,0.452,0.413,0.636,0.364,0.429,0.167,0.395
2020-2021,Paul Watson\watsopa01,SF,26,TOR,27,2,11,1.4,3,1.1,2.4,0.3,0.7,0.2,0.3,0.625,4.1,0.463,20.5,0.22,0.098,0.085,0.037,0,0.78,0.444,0.875,0.143,0,0,0.469
2020-2021,Quinndary Weatherspoon\weathqu01,SG,24,SAS,20,0,6.1,0.8,1.8,0.1,0.3,0.8,1.5,0.7,0.8,0.813,2.3,0.457,9.6,0.829,0.486,0.114,0.057,0.171,0.171,0.517,0.706,0.25,0.5,0.167,0.167
2020-2021,Russell Westbrook\westbru01,PG,32,WAS,65,65,36.4,8.4,19,1.3,4.2,7,14.8,4.2,6.4,0.656,22.2,0.439,13.2,0.779,0.194,0.245,0.117,0.224,0.221,0.475,0.65,0.465,0.379,0.383,0.315
2020-2021,Coby White\whiteco01,PG,20,CHI,69,54,31.2,5.4,13.1,2.4,6.6,3.1,6.5,1.9,2.1,0.901,15.1,0.416,16.6,0.497,0.221,0.109,0.063,0.104,0.503,0.473,0.558,0.347,0.456,0.436,0.359
2020-2021,Derrick White\whitede01,SG,26,SAS,36,32,29.6,5.2,12.6,2.3,6.8,2.8,5.8,2.7,3.2,0.851,15.4,0.411,16.9,0.464,0.143,0.21,0.082,0.029,0.536,0.486,0.646,0.474,0.27,0.385,0.346
2020-2021,Hassan Whiteside\whiteha01,C,31,SAC,36,4,15.2,3.5,6.2,0,0,3.5,6.2,1.1,2.2,0.519,8.1,0.563,5.8,0.996,0.366,0.455,0.138,0.036,0.004,0.565,0.732,0.451,0.484,0.625,0
2020-2021,Greg Whittington\whittgr01,PF,27,DEN,4,0,3,0,0.8,0,0.5,0,0.3,0,0,0,0,0,21.4,0.333,0,0,0.333,0,0.667,0,0,0,0,0,0
2020-2021,Andrew Wiggins\wiggian01,PF,25,GSW,71,71,33.3,7.1,14.9,2,5.2,5.1,9.7,2.4,3.4,0.714,18.6,0.477,14.2,0.652,0.218,0.197,0.108,0.129,0.348,0.529,0.706,0.5,0.404,0.38,0.38
